client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575691.mp3	0d835d62f043e85da570dca33a7aa29d1b5dd5bebebbce54448b3fb506e3d01b	Det målet har vært nådd de fire siste årene.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575692.mp3	09eb1766a251e40f7f5c7e55a1e330fc0742e2c242b658979fe2cdf69e724a6a	Men mangel på kvalifisert arbeidskraft er en utfordring.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575693.mp3	0f9671e3cb2d24617e3f7ce8667472e9b14c28f13b62b861982c6bb05851f4fd	Samtidig fortsetter trenden med at nordmenn drikker mindre melk.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575694.mp3	01071b13a08bbf7f1fd8a2b5bf6373f4560d2a69e3486da0b01977a21796dbf0	De er skjønt enige om at melderutinene på sykehuset må innskjerpes umiddelbart.		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575695.mp3	0f0e5e79536e4ebbe485120434b2c6f39da8b96860e12e843b8d156a173069d9	Nils bestilte en elefant på Internett, men angret dagen derpå.		4	2	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575771.mp3	093fcceeca8c39d3f6a4b90de2a9fcde8ed53831dbdcdc3d53ae6633e8d38dbd	Hyllene er stappfulle av kunstbøker og skjønnlitteratur.		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575772.mp3	081fcc8d7910e26dbf584f68b03712398aa9927cce0bf366974e8e4462f5a74b	Han kan ikke si noe om når saken blir avgjort.		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575773.mp3	010b1c70fe6d6ecb7249396a5d550575495103339033b081b2ebc03b47a6fae4	Også tidligere statssekretærer og sykehustopper skal møte i høringen.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575774.mp3	0bca40609664b4c7ade77dd4c06e9778fb731f66cc74495bc19c5c229a36deea	Hun røper at hun for tiden studerer sopp og er en ivrig soppsanker.		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575775.mp3	11a5b5b13b37ca0f677a6a057fa19622a2f26575cf7033d6a55d2e8d1a38363b	Slependen		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575791.mp3	0a06120bee4ddf0c5da06154077d8e215049aca4bafccd840135a7f53b67eae3	Boka omfatter temaene jordbruk, skogbruk, kirke, okkupasjon og utvandring.		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575792.mp3	0cd461087696513a7e6548f158c3cd4c83bdcefc45d0a7559ba7ef4dca3cf37b	Regningen vil de sende til arbeidsgiverne.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575793.mp3	061971a5de545d04735d3b6af57e691b5e8d54b1e1d7f3a0e6c66bcc9fdbcc2a	Jeg har fem boller i ovnen!		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575794.mp3	0d7afefa09ef05859c619e66adfb6bb698a02daa7bfcea511298183b36273f7b	Mennesker kan overleve flere dager på bare vann.		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42575795.mp3	0ec9796fada3e0f0fbae645087706a7b83acfd51f0e498fc76f042c70d43093d	Det er et langt rally, sa han.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42576461.mp3	02036e0ad67f06fbd986110efb76853f466030e4060412e6735d2d3e16e8189e	atskilt		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42576462.mp3	02afc2a785cc59bc4086f9b363f60b59a0f5e7a8a98ab4ec352f1a2b8c479263	Medisineringen øker også.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42576463.mp3	11b37773d43e26f7e7223a30a0ac706f1917d86fe8b0d71df9f9623030c30f44	Totalt var det tre jordras som gikk i området.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42576464.mp3	073e21df8c6aeeae36b6a8b290e525dc64ae07824b6706656342c85ca319b36c	Nye dopingavsløringer kan komme.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42576465.mp3	010b153c427ad96dab64454df185549b3a21cba7154d40e76e43d14152319f4b	Mannen står som eier.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42576466.mp3	063d97896a04accb33a062e5f9ce8764530a052ca5cf71129e702f3d7a1ef7c7	Blant annet gjør det at pressekonferanser blir en innviklet affære.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42576467.mp3	0131573fa9bb057b44db3659bd853ef56b94771bd2903068fba9c365b5094099	Hvor mange mennesker kan sitte i et auditorium.		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42576468.mp3	0ea59b056910b4bb115deba926cdb049def6878ad9624d66c1f827c40044c442	Men ikke alle er like bastante.	general	4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42576469.mp3	0576b56c3f9d3177ee2107ae92e0fdef2400f891092fd0e4eeba7cbe752fa69f	En av atomubåtene står i fare for å synke.		4	0	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42605080.mp3	019fd9266b98a55f82fee0e5ead19c8cac9dd61617683e6ce1e913853a3ee92b	musikklinjen		4	0	thirties	male_masculine	Østlandet		nb-NO	
