client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
96a049d5bee3d98220212e35f65e853376a0d8abdfd32ac4c0c48260bfaf8530acbe207f229804c414fd28371314c1edd308e104a3aac61f58bc0f4c114ec3bd	common_voice_nb-NO_42488979.mp3	0ea7cd9733b4260d5fcb86ad687ff556a78954a98526bd305f913275441750ab	en seks en seks syttien fem hundre og førti		3	6			Oslo,Nordstrand,Østnorsk		nb-NO	
9ff22972eeec3d9ac03c2e3e29b7618b7c5c6e5ff67fdf00666d9535139c94bf040c652531177141516b4ce6e87a6e9d2b1e84fe337eeeb18dcf813890383cd5	common_voice_nb-NO_42520474.mp3	09aa37cc99acbad0c712b67db29e8116281dbabad570e6ba89764caadfe55305	Høringsrunden om flypassasjeravgiften er nå avsluttet.	general	0	2					nb-NO	
53ba49a45b6cc9ed0df7a9fc32e5609c360248160479817813a9027cdad374fef6cf675d2bbd16da31b31993121071739ec32a2f3e2645f1bfdb4e3928afd609	common_voice_nb-NO_42559571.mp3	01627b6e6392a165e271cd84824446f7b25fa73f44c77a6ac8fdcd873255ae3a	Det løste det norske laget bra.	general	1	2					nb-NO	
53ba49a45b6cc9ed0df7a9fc32e5609c360248160479817813a9027cdad374fef6cf675d2bbd16da31b31993121071739ec32a2f3e2645f1bfdb4e3928afd609	common_voice_nb-NO_42559613.mp3	08fba40b8a9c3c0f7a5c260b62d153f53351cdf8bae7397b657225f51655d480	Det er derfor lurt å unngå høye punkter eller åpne sletter.	general	1	2					nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42576470.mp3	05b447b5b6e876399b87cec9af2882387187c5f48577dbd3f98392dd0762d792	Den ene produsenten blir tvunget til å ta ansvaret for å holde prisen oppe.		2	4	thirties	male_masculine	Østlandet		nb-NO	
17e43953917efb0a49bd62ad49a19c9d2ea1d5fd586397a17c9f1ab52ef82d5eff5d58465c69477330db5defdf7ff6017b3038d820a742a602b07c013072ec67	common_voice_nb-NO_42605089.mp3	0b5967b992b9a659f774f0941ffc0817305b10d97882e36b2ee43d03ee3178c3	Se de store linjene i landskapet.		2	4	thirties	male_masculine	Østlandet		nb-NO	
68c2f0ab487ac8338414005099ebba509e142a295c2b91bab985374ed15cc118813ac3f3ea89f8beef813e7468fc6c0aa408bfb1456515f6949682f77ad14913	common_voice_nb-NO_42682480.mp3	1225ed29b8ea8b90be23383afe18b3f55e0fd26c49853892e9e8a8af585108ca	Klubbene er havnet i rød sone.	general	1	2					nb-NO	
bd4b753eeeedcc84cea162e32dd4fd94e4f52d5acdd5d291a778f3ca992b424a4f87855031d78e70ea324b2ccd77b61e219a714953e1bad9500f6045e62b29f2	common_voice_nb-NO_42759934.mp3	0e6e63277177cbe09fc103b88eb8879f298cac610e8d403cba31c48089640b3a	Vi har ikke sagt at dette er enkelt, advarer han.	general	1	2	thirties	male_masculine			nb-NO	
bd4b753eeeedcc84cea162e32dd4fd94e4f52d5acdd5d291a778f3ca992b424a4f87855031d78e70ea324b2ccd77b61e219a714953e1bad9500f6045e62b29f2	common_voice_nb-NO_42759937.mp3	15c7b16e4e6351a7281bec3fbb07cfdd97d89180735aac1a9663aed21f7ebad7	Alle vil heller ha ros enn klandring		1	2	thirties	male_masculine			nb-NO	
2eec88da3a92a08542a2973a1a81bcaddd5308b2a22b06cd77fec1050b33828c0766883c767d784691f0be2e6cd89ace8dfc3c1fe3b73b28d7368a0372a7f15e	common_voice_nb-NO_42921753.mp3	14306489496ca7f455259146f254d6b40eac0ba1366f2158becfde5889fb1ec5	Hunden hoppet opp på bordet og jafset i seg julemiddagen.		0	2					nb-NO	
72974053e2638947109b709349141b5fd8e267c07199a2373d7d566d2a8980b191db4dcac270d41361dcec563affbad9ad219e8cccc461480214b290b85b4b63	common_voice_nb-NO_43194199.mp3	16ce79d7f4047f7e0dac3cfa5165c6643af49cba3c5548667304a98cce2cc335	Det siste synes ikke å være til å unngå i en moderne kriminalroman.		0	2			Østlandsk		nb-NO	
0347507ba2ec9955502e76e464591d747c1b67238f494f940529f8f53e1a093dbd5c076c8adbb71b682473016d1326099bdb064d468ff44174dd98ff3e0fcf56	common_voice_nb-NO_43194257.mp3	06cfbed21d57e918e6c4979ba808878a0c696d4a9f51cf01eee595131dcee261	Den nasjonale rammen for vindkraft skal ikke erstatte dagens konsesjonsbehandling.	general	0	2					nb-NO	
5d7a59778948fce4d8868a288b57927cb9332f70fe07dd0b6904a69b98bb3883c0818382556247ed38247267b8232763b733f2de206998194f43b7b56b0c68e3	common_voice_nb-NO_43239231.mp3	06f64f1890af3408b2cb3fdf8189d0b2f80826be7ed14c9ae6b1bd495b534aa4	Mange har hatt mye på hjertet.	general	0	2					nb-NO	
